WO2025035017,PCT/US2024/041546,08.08.2024,WO,INFORMATION MANAGEMENT SYSTEM AND METHOD,"A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a patient within a medical environment; detecting one or more incidents defined within one or more of the data signals; and processing the one or more incidents defined within the one or more data signals to produce a summary of the one or more incidents so that a user may be quickly knowledgeable of these one or more incidents",G16H 10/60; G16H 50/20; G16H 50/30; G16H 20/00; G06F 21/60; G06F 11/00; G08B 23/00; G16H 10/00
US448393477,18798686,08.08.2024,US,Information Management System and Method,"<p id=""p-0001"" num=""0000"">A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with one or more patients within a medical environment over a defined period of time; generating a shift-change report for the one or more patients, wherein the shift-change report includes one or more of: a summary of the medical history of the one or more patients over the defined period of time, a recommendation concerning the one or more patients based, at least in part, upon the history of the one or more patients over the defined period of time, and a justification for the recommendation for the one or more patients.</p>",G16H 10/60; G16H 40/20
US448393506,18798721,08.08.2024,US,Information Management System and Method,"<p id=""p-0001"" num=""0000"">A computer-implemented method, computer program product and computing system for: monitoring one or more operations within a medical environment; generating an operations management report based, at least in part, upon the one or more operations monitored within the medical environment; and providing the operations management report to a user, wherein the operations management report includes one or more of: an operations management score, an explanation of the operations management score, and a justification for the operations management score.</p>",G16H 40/20; G16H 15/00
US448393537,18798613,08.08.2024,US,Information Management System and Method,"<p id=""p-0001"" num=""0000"">Incident Summary:</p>
<p id=""p-0002"" num=""0000"">A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a patient within a medical environment; detecting one or more incidents defined within one or more of the data signals; and processing the one or more incidents defined within the one or more data signals to produce a summary of the one or more incidents so that a user may be quickly knowledgeable of these one or more incidents.</p>",G16H 80/00; G16H 15/00; G16H 40/60; G16H 50/20
WO2025035025,PCT/US2024/041558,08.08.2024,WO,INFORMATION MANAGEMENT SYSTEM AND METHOD,"A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with one or more patients within a medical environment over a defined period of time; generating a shift-change report for the one or more patients, wherein the shift-change report includes one or more of: a summary of the medical history of the one or more patients over the defined period of time, a recommendation concerning the one or more patients based, at least in part, upon the history of the one or more patients over the defined period of time, and a justification for the recommendation for the one or more patients",G16H 10/60; G06F 11/00; G08B 23/00; G06F 21/60; G06N 20/00; G16H 10/00
WO2025035024,PCT/US2024/041557,08.08.2024,WO,INFORMATION MANAGEMENT SYSTEM AND METHOD,"A computer-implemented method, computer program product and computing system for: interfacing with a bedside monitoring device to receive data signals, wherein the data signals have monitoring criteria; enabling adjustment of one or more of the monitoring criteria; suggesting a proposed change to a user concerning the one or more monitoring criteria; and providing instructions to the user concerning the proposed change",G16H 10/60; G16H 50/20; G16H 50/30; G16H 20/00; G06F 21/60; G06F 11/00; G08B 23/00; G16H 10/00
WO2025035019,PCT/US2024/041549,08.08.2024,WO,INFORMATION MANAGEMENT SYSTEM AND METHOD,"A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a patient within a medical environment; detecting one or more incidents defined within one or more of the data signals; and processing the one or more incidents defined within the one or more data signals to produce a recommendation based upon the one or more incidents so that a user may gain more insight into these one or more incidents",G16H 10/60; G16H 50/20; G16H 50/30; G16H 20/00; G06F 21/60; G06F 11/00; G08B 23/00; G16H 10/00
US448393504,18798700,08.08.2024,US,Information Management System and Method,"<p id=""p-0001"" num=""0000"">A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a plurality of patients within a medical environment over a defined period of time; calculating an acuity score for each of the plurality of patients, wherein the acuity score defines the overall care needs of each of the plurality of patients; and generating a rounding list that prioritizes the plurality of patients based, at least in part, upon the acuity scores.</p>",G16H 40/20; G16H 10/60; G16H 40/67
US448393510,18798632,08.08.2024,US,Information Management System and Method,"<p id=""p-0001"" num=""0000"">A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a patient within a medical environment; detecting one or more incidents defined within one or more of the data signals; and processing the one or more incidents defined within the one or more data signals to produce a recommendation based upon the one or more incidents so that a user may gain more insight into these one or more incidents.</p>",G16H 40/67; G16H 10/60
WO2025035030,PCT/US2024/041564,08.08.2024,WO,INFORMATION MANAGEMENT SYSTEM AND METHOD,"A computer-implemented method, computer program product and computing system for: monitoring a plurality of data signals associated with a plurality of patients within a medical environment over a defined period of time; calculating an acuity score for each of the plurality of patients, wherein the acuity score defines the overall care needs of each of the plurality of patients; and generating a rounding list that prioritizes the plurality of patients based, at least in part, upon the acuity scores",G16H 10/60; G06F 11/00; G08B 23/00; G06F 21/60; G06N 20/00; G16H 10/00
WO2025179195,PCT/US2025/016871,21.02.2025,WO,SYSTEM AND METHOD FOR RAPID ASSESSMENT FOR PRE-HOSPITAL TRIAGE EVACUATION AND INTERVENTION USING MULTIMODAL ARTIFICIAL INTELLIGENCE,"A automated triage suggestion can be generated in an ambulance. The system can include an ambulance; an electrocardiogram (EKG) device; a photoplethysmography (PPG) device; and a computing device configured to be removably installed in the ambulance and comprising a display-screen, at least one processor, and memory, the computing device configured to: receive, from the EKG device, the EKG datastream; receive, from the PPG device, the PPG datastream; collect a threshold amount of triage data from the EKG-data points and the PPG-data points for the patient; generate, responsive to collecting the threshold amount of triage data, a triage message on a display-screen using the triage data with an artificial-intelligence model, the triage message comprising a color-coded element and a text element, wherein: the color-coded element is colorable to indicate an urgency value of the triage message; and the text element is displayable to indicate a triage-action suggested to apply.",A61B 5/00; A61B 5/024; A61B 5/0205; G16H 50/30; G16H 80/00; A61B 5/02
WO2021247792,PCT/US2021/035588,03.06.2021,WO,SYSTEMS AND METHODS FOR MENTAL HEALTH CARE DELIVERY VIA ARTIFICIAL INTELLIGENCE,"The present disclosure provides systems, methods, and compositions for mental health analysis, such as obtaining a mental health intake questionnaire from a subject and reporting the analysis of the mental health questionnaire to a medical professional.",G06E 1/00
US398111410,17919569,03.06.2021,US,Systems and Methods for Mental Health Care Delivery Via Artificial Intelligence,"<p id=""p-0001"" num=""0000"">The present disclosure provides systems, methods, and compositions for mental health analysis, such as obtaining a mental health intake questionnaire from a subject and reporting the analysis of the mental health questionnaire to a medical professional.</p>",G16H 10/20; G16H 50/30; G16H 50/20
US459614725,18930649,29.10.2024,US,Reusable inflatable Balloon Arch,"<p id=""p-0001"" num=""0000"">A novel form of balloon arch equipped with a blower offers reusability and ease of use compared to conventional balloon arches. The assembly, made from polyester and ripstop materials, ensures the arch is durable and long-lasting. Using a 3D-modeling process, individual polyester pieces are identified, cut, and sewn together to produce a design. The arch's functionality allows for inflation within 1-5 minutes, making it a decoration choice for parties and celebrations. The arch is available in colors to accommodate preferences. Once the arch has served its purpose, disconnecting and unzipping the air outlets deflates it, making it easy to store for future use. The single-piece inflatable assembly is designed to resemble an arch constructed from balloons. With the blower providing air, the arch remains inflated until disconnected. The arch is available in materials and colors, making it a choice for any occasion.</p>",B44F 99/00; A63H 27/10
US447602025,18656663,07.05.2024,US,PREDICTIVE DIAGNOSTIC INFORMATION SYSTEM,"<p id=""p-0001"" num=""0000"">A Predictive Diagnostic Information Capability-Technology (PreDICT™) system (<b>100</b>) enables users including expert and nonexpert users to provide information regarding a condition of a subject and receive timely and accurate information regarding risk stratification, treatment options and other medical evaluation information. The illustrated system (<b>100</b>) generally includes a user device (<b>102</b>) for use by a user assisting a subject (<b>104</b>), a processing platform (<b>108</b>), and a network (<b>106</b>) for connecting the user device (<b>102</b>) to the processing platform (<b>108</b>). The system (<b>100</b>) may also involve an emergency response network (<b>130</b>) that includes public-safety answering points (PSAPs) (<b>132</b>). The processing platform (<b>108</b>) processes the sensor information and other information from the user device (<b>102</b>), determines risk stratification information as well as medical diagnosis and treatment option information based on machine learning technology, and provides output information to the user device to assist the user in treating the subject (<b>104</b>).</p>",G16H 50/20; G06F 18/214; G06N 5/043; G06T 7/00; G06T 7/246
WO2022133451,PCT/US2021/072927,15.12.2021,WO,PREDICTIVE DIAGNOSTIC INFORMATION SYSTEM,"A Predictive Diagnostic Information Capability-Technology (PreDICT™) system (100) enables users including expert and nonexpert users to provide information regarding a condition of a subject and receive timely and accurate information regarding risk stratification, treatment options and other medical evaluation information. The illustrated system (100) generally includes a user device (102) for use by a user assisting a subject (104), a processing platform (108), and a network (106) for connecting the user device (102) to the processing platform (108). The system (100) may also involve an emergency response network (130) that includes public-safety answering points (PSAPs) (132). The processing platform (108) processes the sensor information and other information from the user device (102), determines risk stratification information as well as medical diagnosis and treatment option information based on machine learning technology, and provides output information to the user device to assist the user in treating the subject (104).",G16H 50/20; G16H 50/50; G16H 50/70; A61B 5/00; A61B 5/01; A61B 5/02; G06N 20/00
CA400436963,3202657,15.12.2021,CA,PREDICTIVE DIAGNOSTIC INFORMATION SYSTEM,"A Predictive Diagnostic Information Capability-Technology (PreDICT?) system (100) enables users including expert and nonexpert users to provide information regarding a condition of a subject and receive timely and accurate information regarding risk stratification, treatment options and other medical evaluation information. The illustrated system (100) generally includes a user device (102) for use by a user assisting a subject (104), a processing platform (108), and a network (106) for connecting the user device (102) to the processing platform (108). The system (100) may also involve an emergency response network (130) that includes public-safety answering points (PSAPs) (132). The processing platform (108) processes the sensor information and other information from the user device (102), determines risk stratification information as well as medical diagnosis and treatment option information based on machine learning technology, and provides output information to the user device to assist the user in treating the subject (104).",G16H 50/20; G16H 50/50; G16H 50/70; G06N 20/00
US428676865,17125720,17.12.2020,US,Predictive diagnostic information system,"<p id=""p-0001"" num=""0000"">A Predictive Diagnostic Information Capability-Technology (PreDICT™) system (<b>100</b>) enables users including expert and nonexpert users to provide information regarding a condition of a subject and receive timely and accurate information regarding risk stratification, treatment options and other medical evaluation information. The illustrated system (<b>100</b>) generally includes a user device (<b>102</b>) for use by a user assisting a subject (<b>104</b>), a processing platform (<b>108</b>), and a network (<b>106</b>) for connecting the user device (<b>102</b>) to the processing platform (<b>108</b>). The system (<b>100</b>) may also involve an emergency response network (<b>130</b>) that includes public-safety answering points (PSAPs) (<b>132</b>). The processing platform (<b>108</b>) processes the sensor information and other information from the user device (<b>102</b>), determines risk stratification information as well as medical diagnosis and treatment option information based on machine learning technology, and provides output information to the user device to assist the user in treating the subject (<b>104</b>).</p>",G16H 50/20; G06F 18/214; G06N 5/043; G06T 7/00; G06T 7/246
US461040917,19171168,04.04.2025,US,Federated Distributed Computational Graph Platform for Oncological Therapy and Biological Systems Analysis with Neurosymbolic Deep Learning,"<p id=""p-0001"" num=""0000"">A federated distributed computational system enables secure biological data analysis and genomic medicine through hybrid simulation capabilities. The system implements a hybrid simulation orchestrator that coordinates classical numerical simulations with machine learning models for biological system analysis, while maintaining secure cross-institutional data exchange. The architecture coordinates multi-scale spatiotemporal synchronization across computational nodes, with each node containing local processing capabilities for biological data analysis and privacy preservation protocols. The system implements cellular machinery assembly analysis, real-time patient data integration, and multi-modal image integration with spatiotemporal health data annotation. Through a distributed graph architecture, the system enables cross-species genetic analysis, environmental response modeling, and multi-scale tensor-based data integration with adaptive dimensionality control. The system implements real-time therapeutic response prediction through multi-modal data analysis, enabling research institutions to collaborate on complex biological analyses while maintaining strict data privacy controls.</p>",G16B 5/00; G16B 20/00; G16B 40/20; H04L 9/40
US467043279,19267388,11.07.2025,US,Federated Distributed Computational Graph Platform for Oncological Therapy and Biological Systems Analysis With Neurosymbolic Deep Learning,"<p id=""p-0001"" num=""0000"">A federated distributed computational system enables secure drug discovery and resistance tracking through hybrid simulation capabilities. The system implements a hybrid simulation orchestrator that coordinates molecular dynamics simulations with machine learning models for drug discovery analysis, while maintaining secure cross-institutional data exchange. The architecture coordinates multi-scale spatiotemporal synchronization across computational nodes, with each node containing local processing capabilities for molecular dynamics simulation and resistance pattern detection. Through a distributed graph architecture, the system enables real-world clinical data integration, resistance evolution tracking, and multi-scale tensor-based analysis with adaptive dimensionality control. The system implements real-time drug response prediction through multi-modal data analysis, enabling pharmaceutical companies and research institutions to collaborate on complex drug discovery projects while maintaining strict data privacy controls.</p>",G16C 20/30; G06N 5/01; G16C 20/50; G16C 20/70; G16C 20/90
US375120317,17701231,22.03.2022,US,SYSTEM AND METHODS OF MONITORING A PATIENT AND DOCUMENTING TREATMENT,"<p id=""p-0001"" num=""0000"">This disclosure provides an efficient, hands-free system and method for capturing and recording patient treatment and physiological data in critical care environments. The systems and methods described herein enables clinicians to record and transcribe patient information and physiological data onto an individual disposable medical record tag, which accompanies the patientthroughout initial stabilization and presentation to a treatment center. The data tag digitally stores a patient's health status, and displays a specific color based on a patient's degree of injury or if treatment is required. The data tag forms the center of a patient centric network PCN of connectedhealth devices. An artificial intelligence machine learning model is used in combination with predictive analytics to assess a patient's condition and provide clinical decision support for clinicians based on predictive analytical models.</p>",G16H 10/60; G16H 50/20; G16H 50/30; G16H 40/67; G16H 80/00; G06N 3/04; A61B 5/00; G06F 3/01
US444949467,18885514,13.09.2024,US,Multi sensor handheld medical diagnostic device,"<p id=""p-0001"" num=""0000"">A handheld medical diagnostic device integrates at least seven sensor modules, including a high-magnification camera, otoscope camera, stethoscope, infrared thermometer, EKG, pulse oximeter, body composition monitor, glucometer, and/or hematology analyzer. The device features a system-on-chip (SoC) processor for intelligent data management, edge computing, and cloud-based AI processing, while applying privacy-preserving techniques. A wireless transceiver enables data transmission and reception between the sensors, edge compute nodes, and cloud platforms. The ergonomically designed housing includes a display with a force-sensitive layer for user input and navigation. The high-magnification camera module offers 300? magnification for visualizing blood cells and skin, with an annular LED array, encryption engine, and physically unclonable function (PUF) circuit. The otoscope camera module features a narrow profile for ear, nose, and throat imaging, with an annular LED array.</p>",G06K 9/00; A61B 1/00; A61B 1/227; A61B 3/12; A61B 5/00; A61B 5/0205; A61B 5/0537; A61B 5/145; A61B 5/1455; A61B 5/1468; A61B 5/308; A61B 5/318; A61B 7/04; G01J 5/00; G01J 5/0806; G01J 5/20; H04L 9/32
US445574835,18885520,13.09.2024,US,SYSTEMS AND METHODS FOR HEALTHCARE IN THE METAVERSE,"<p id=""p-0001"" num=""0000"">The present invention relates to systems and methods for integrating real-world functionalities, such as healthcare services, into a virtual environment (metaverse) using digital avatars and data security measures. Users can access services through their avatars, maintaining anonymity and data security. The system securely transmits user requests and data to real-world service providers, who provide services or feedback within the virtual environment. Data security ensures confidential and tamper-proof data transmission and facilitates secure payment transactions. The invention enables the integration of various real-world services into the metaverse, enhancing its functionality and utility while preserving user privacy and security.</p>",G16H 40/20; G06F 21/31; G06F 21/62; G06Q 20/06
WO2025151157,PCT/US2024/046813,13.09.2024,WO,HANDHELD BIOMETRIC DEVICE,"A system for serving personalized advertisements based on biometric and identifying data captured by sensors. The system employs pre-processing, feature extraction, and recognition modules to identify individuals. A context-aware processing module adapts recognition strategies based on environmental data and analyzes personal information to confirm the identity of the targeted individual and send targeted advertisements. The system includes display and speaker modules for visual and audio advertisements, a predictive interaction modeling module for generating personalized advertisements, and a cross-platform behavior analysis module for analyzing user behavior across offline and online platforms.",G06Q 30/0251; G06V 40/16; G06Q 30/0201; G06Q 30/0241
US444952397,18885518,13.09.2024,US,Systems and methods for artificial intelligence based warning of potential health concerns,"<p id=""p-0001"" num=""0000"">An AI-based system and method for providing warning of potential health concerns. The invention involves receiving patient information from various sources, including one or more of sensor data, patient-reported symptoms, and medical records. The patient information is processed using AI models to identify potential health concerns. The AI models may identify user-specific patterns and/or metrics associated with potential health concerns. Tiered alerts may be generated and provided to a user based on the AI analysis. Recommended actions may be generated and provided to the user based on the alert.</p>",G06K 9/00; G16H 10/60; G16H 50/20; G16H 50/30; G16H 50/70
US444951940,18885523,13.09.2024,US,CONTEXT AWARE DATA SYSTEM USING BIOMETRIC AND IDENTIFYING DATA,"<p id=""p-0001"" num=""0000"">A system for serving personalized advertisements based on biometric and identifying data captured by sensors. The system employs pre-processing, feature extraction, and recognition modules to identify individuals. A context-aware processing module adapts recognition strategies based on environmental data and analyzes personal information to confirm the identity of the targeted individual and send targeted advertisements. The system includes display and speaker modules for visual and audio advertisements, a predictive interaction modeling module for generating personalized advertisements, and a cross-platform behavior analysis module for analyzing user behavior across offline and online platforms.</p>",G06V 40/20; G06V 10/28; G06V 10/30; G06V 10/77; G06V 10/778; G06V 10/82; G06V 20/52; G06V 40/14; G06V 40/16; G06V 40/19
US444952396,18885516,13.09.2024,US,Systems and methods for artificial intelligence based standard of care support,"<p id=""p-0001"" num=""0000"">An AI-based system and method for supporting differential diagnosis and standard of care in healthcare. The method involves receiving patient information from various sources, including patient-reported symptoms, physician notes, and sensor data from medical devices. The patient information is preprocessed and analyzed using deep learning models to generate a ranked list of potential diagnoses, each associated with likelihood scores and key contributing factors. The potential diagnoses are provided to physicians via an interactive interface, and physician feedback is collected to fine-tune the AI models using reinforcement learning. The method aims to enhance physician decision-making, improve diagnostic efficiency, and ensure adherence to the standard of care by leveraging AI's ability to analyze vast amounts of data more effectively than human physicians.</p>",G06K 9/00; G16H 10/60; G16H 20/00; G16H 50/20; G16H 80/00
US444949323,18885524,13.09.2024,US,AI enabled multisensor connected telehealth system,"<p id=""p-0001"" num=""0000"">This invention presents a multisensor-connected, AI-enabled telehealth system for assisting healthcare providers with differential diagnosis and patients with early health concern detection. The system comprises a multi-sensor medical device with at least seven sensors, a secure cloud-based platform, and an interactive telehealth module. The device preprocesses and securely transmits patient information to the cloud platform, where an ensemble of deep learning models analyzes the data to generate ranked potential diagnoses with likelihood scores. The telehealth module facilitates communication between providers, patients, and the cloud platform, presenting visualizations and receiving feedback. The system continuously updates and fine-tunes its models using incremental learning algorithms, adapting to new data while retaining previous knowledge. It also generates alerts for providers and patients when deviations from normal physiological patterns are detected, accompanied by explainable AI visualizations.</p>",G06K 9/00; A61B 5/00; G16H 20/00; G16H 50/20
US468462883,19289722,04.08.2025,US,SYSTEMS AND METHODS FOR ARTIFICIAL INTELLIGENCE BASED STANDARD OF CARE SUPPORT,"<p id=""p-0001"" num=""0000"">An AI-based system and method for supporting differential diagnosis and standard of care in healthcare. The method involves receiving patient information from various sources, including patient-reported symptoms, physician notes, and sensor data from medical devices. The patient information is preprocessed and analyzed using deep learning models to generate a ranked list of potential diagnoses, each associated with likelihood scores and key contributing factors. The potential diagnoses are provided to physicians via an interactive interface, and physician feedback is collected to fine-tune the AI models using reinforcement learning. The method aims to enhance physician decision-making, improve diagnostic efficiency, and ensure adherence to the standard of care by leveraging AI's ability to analyze vast amounts of data more effectively than human physicians.</p>",G16H 50/20; G16H 10/60; G16H 20/00; G16H 80/00
US400264404,18113533,23.02.2023,US,Method and system for computer-aided triage of stroke,"<p id=""p-0001"" num=""0000"">A system for computer-aided triage includes a router, a remote computing system, and a client application. A method for computer-aided triage includes receiving a data packet associated with a patient and taken at a point of care; checking for a suspected condition associated with the data packet; in an event that the suspected condition is detected, determining a recipient based on the suspected condition; and transmitting information to a device associated with the recipient.</p>",G06T 7/11; A61B 5/00; G06T 5/50; G06T 7/00; G16H 10/20
US457342645,19047992,07.02.2025,US,AI ENABLED MULTISENSOR CONNECTED TELEHEALTH SYSTEM,"<p id=""p-0001"" num=""0000"">This invention presents a multisensor-connected, AI-enabled telehealth system for assisting healthcare providers with differential diagnosis and patients with early health concern detection. The system comprises a multi-sensor medical device with at least seven sensors, a secure cloud-based platform, and an interactive telehealth module. The device preprocesses and securely transmits patient information to the cloud platform, where an ensemble of deep learning models analyzes the data to generate ranked potential diagnoses with likelihood scores. The telehealth module facilitates communication between providers, patients, and the cloud platform, presenting visualizations and receiving feedback. The system continuously updates and fine-tunes its models using incremental learning algorithms, adapting to new data while retaining previous knowledge. It also generates alerts for providers and patients when deviations from normal physiological patterns are detected, accompanied by explainable AI visualizations.</p>",A61B 5/00; G16H 20/00; G16H 50/20
WO2021021641,PCT/US2020/043527,24.07.2020,WO,METHOD AND SYSTEM FOR COMPUTER-AIDED TRIAGE OF STROKE,"A system for computer-aided triage includes a router, a remote computing system, and a client application. A method for computer-aided triage includes receiving a data packet associated with a patient and taken at a point of care; checking for a suspected condition associated with the data packet; in an event that the suspected condition is detected, determining a recipient based on the suspected condition; and transmitting information to a device associated with the recipient.",G16H 50/20; A61B 5/00; A61B 5/055; A61B 6/03; G16H 50/30; G16H 50/50
US316206728,16938598,24.07.2020,US,METHOD AND SYSTEM FOR COMPUTER-AIDED TRIAGE OF STROKE,"<p id=""p-0001"" num=""0000"">A system for computer-aided triage includes a router, a remote computing system, and a client application. A method for computer-aided triage includes receiving a data packet associated with a patient and taken at a point of care; checking for a suspected condition associated with the data packet; in an event that the suspected condition is detected, determining a recipient based on the suspected condition; and transmitting information to a device associated with the recipient.</p>",G06T 7/11; G06T 5/50; G16H 10/20
US323753702,17122871,15.12.2020,US,Method and system for computer-aided triage of stroke,"<p id=""p-0001"" num=""0000"">A system for computer-aided triage includes a router, a remote computing system, and a client application. A method for computer-aided triage includes receiving a data packet associated with a patient and taken at a point of care; checking for a suspected condition associated with the data packet; in an event that the suspected condition is detected, determining a recipient based on the suspected condition; and transmitting information to a device associated with the recipient.</p>",A61B 5/00; G16H 10/20; G06T 5/50; G06T 7/00; G06T 7/11
CN446858379,2.02E+11,19.09.2024,CN,"Lane line marking method and device, equipment and medium","The invention provides a lane line marking method and device, equipment and a medium. The method comprises the steps that a road image shot by a fisheye camera is displayed, marking processing on a lane line in the road image is responded, a first marking point subjected to marking processing is obtained, finally, according to the first marking point, marking points are automatically supplemented for the lane line, the difficulty of marking the lane line by a user is reduced, and the marking efficiency is improved.",G06V 20/70; G06V 20/56
US367937399,17704636,25.03.2022,US,Method and system for computer-aided triage,"<p id=""p-0001"" num=""0000"">A system for computer-aided triage can include a router, a remote computing system, and a client application. A method for computer-aided triage can include determining a parameter associated with a data packet, determining a treatment option based on the parameter, and transmitting information to a device associated with a second point of care.</p>",G06K 9/00; A61B 5/00; G06T 7/00; G06T 7/11; G16H 30/20; G16H 30/40; G16H 40/20; G16H 50/20; G16H 80/00; H04L 67/12; A61B 5/02
